inchi,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
"InChI=1S/C20H23NO4/c22-13-4-3-12-9-15-20(24)6-5-14(23)18-19(20,16(12)17(13)25-18)7-8-21(15)10-11-1-2-11/h3-4,11,15,18,22,24H,1-2,5-10H2",4.051294871,2.650173028,4.355839125,2.068832883,2.192785504,2.730284329,3.389549419,3.619561205,3.934793687,2.717756991,3.571128734,2.405552902,2.66963662,2.627273165,2.978318373,3.185555582,3.28356952,2.390560514,3.332401986,2.758882314,2.316509357,3.088966106,3.186371797,3.270552875,2.986226213,2.663719636,3.626186742,2.873722306,3.198884967,3.160965048,2.847361641,3.757236697,3.385345544,2.760941433,2.705506172,2.669218986,3.011502523,3.183477333,2.897454586,3.311695014,2.661678843,3.210845447,3.069255131,2.724742839,3.085075661,3.17253191,3.271029437,2.962181257,3.270982222,2.74611534
"InChI=1S/C18H19ClN4/c1-22-8-10-23(11-9-22)18-14-4-2-3-5-15(14)20-16-7-6-13(19)12-17(16)21-18/h2-7,12,20H,8-11H2,1H3",2.657041313,2.230538127,5.387404674,3.381735056,2.126321926,2.259689951,2.918650906,3.0652451,3.759755103,2.575188681,2.840002528,2.033983736,2.049391571,3.353529543,4.625492912,3.367700943,3.621575924,2.808882816,3.429523828,2.605403008,3.075690027,2.873210114,2.84979968,3.044123478,2.703227421,2.745410933,3.164527067,3.067350016,2.943296974,2.876913461,2.616061232,2.729080973,3.145349875,2.850212956,2.779903603,3.471997778,2.455608258,3.255387228,3.435777202,2.759220156,3.095167115,2.801978675,2.933410033,3.093616575,2.794498755,3.352827631,3.074693584,2.842667659,2.831637664,3.063454899
"InChI=1S/C17H27N3O4S/c1-4-20-8-6-7-12(20)11-19-17(21)13-9-16(25(22,23)5-2)14(18)10-15(13)24-3/h9-10,12H,4-8,11,18H2,1-3H3,(H,19,21)",2.433091717,2.87161208,3.810514185,3.671980841,2.263647203,2.052960231,3.322063029,2.728476156,2.924372543,2.77268722,3.195333213,2.858645306,2.936226799,2.703587551,3.328049498,2.3271979,3.28924124,2.985989435,3.210649256,2.773152289,2.4943043,3.420936654,2.426532548,2.869992436,2.955015747,2.460986029,3.347373256,3.131479509,2.823900395,3.13580096,2.769814679,2.846486585,2.955880502,2.990865067,3.392385436,3.357163604,3.154044679,2.841142483,3.016266986,2.875821657,3.099813532,3.174534216,3.132148635,3.099024413,2.970406209,3.039528119,3.210512573,2.918188891,2.980100468,3.031252151
"InChI=1S/C15H14ClNO2S/c16-12-4-2-1-3-11(12)14(15(18)19)17-7-5-13-10(9-17)6-8-20-13/h1-4,6,8,14H,5,7,9H2,(H,18,19)",2.650164082,2.541467425,3.915527336,2.843172679,2.411981939,2.604688689,3.073953731,3.36766592,3.258367129,2.084189821,3.118412251,2.656173359,2.559414014,2.857265807,2.612184977,2.901342203,3.268404186,2.899981402,3.013562706,2.230110388,2.885070285,2.833204363,3.0934327,3.215918164,2.750131028,2.859880349,3.235937616,3.286835073,2.941267465,2.738387919,2.910595516,2.83564442,2.774617424,3.609574705,2.93104126,3.047259376,3.076977505,2.989540427,2.945074647,3.359976312,2.56628052,3.157221981,2.750881164,3.013975235,3.018307728,3.046522736,3.024083332,2.913271759,2.991292608,3.062617907
"InChI=1S/C31H44N2O5S/c1-5-8-12-29-30(27-23-25(32-39(4,35)36)15-18-28(27)38-29)31(34)24-13-16-26(17-14-24)37-22-11-21-33(19-9-6-2)20-10-7-3/h13-18,23,32H,5-12,19-22H2,1-4H3",3.614692183,3.44210247,3.897287514,3.274258462,1.393636575,2.451988446,2.912509006,2.51169281,3.323217538,2.427087423,2.60217896,2.958847138,3.31300712,3.409488222,3.39589983,2.8720643,2.680694409,3.428095933,3.500937595,2.411581879,2.812026387,2.728628498,2.709003342,3.333768277,3.188536815,2.885190002,3.954669756,3.295642729,3.185028523,2.853368077,3.532736446,3.045704811,2.748365024,3.161601304,3.45670592,3.127324636,3.040588404,3.000672768,2.765377535,3.338635385,3.417094292,3.07131555,3.575207543,3.129088079,2.794166941,2.815077912,3.413845024,3.330050082,3.259456208,3.196199441
"InChI=1S/C23H36O7/c1-4-13(2)23(29)30-20-11-17(25)9-15-6-5-14(3)19(22(15)20)8-7-16(24)10-18(26)12-21(27)28/h5-6,9,13-14,16-20,22,24-26H,4,7-8,10-12H2,1-3H3,(H,27,28)",3.476983755,3.861189752,3.361169852,2.219702424,2.911883911,3.117885386,3.113127437,3.301041632,2.446224266,2.597534948,2.876604587,3.683596734,3.419742765,2.956540005,2.609697641,3.249214356,2.905912754,3.236576728,2.837328265,2.705577501,2.93140648,3.348392981,2.671365897,3.059213668,2.662246991,3.65671026,3.319914497,2.334501359,2.846696878,2.897973964,3.264228881,2.7570903,3.158526128,2.929015283,2.830970446,3.414177834,3.364633707,2.863347465,3.291012862,3.029635999,3.164876484,2.891503241,2.817509851,3.005838904,2.844812747,3.407388592,3.109251011,2.827330809,3.137470794,3.535950146
"InChI=1S/C20H26N2/c1-16(14-21(2)3)15-22-19-10-6-4-8-17(19)12-13-18-9-5-7-11-20(18)22/h4-11,16H,12-15H2,1-3H3",2.38222598,2.336861836,4.3778441,2.695361598,2.362097147,1.982055122,2.583520768,3.155904941,3.873125122,2.522633413,2.725129619,2.337168011,2.262824606,3.527527028,3.754247154,3.050764376,2.768235593,2.950867923,2.980434087,3.206277954,3.255846214,2.771194726,2.981687274,2.994213551,2.736872097,3.192334116,3.226165331,3.275832508,2.921047231,2.942998327,3.150037226,2.862099062,2.873633738,2.799993801,3.011914063,3.074963013,2.692746139,3.345040241,3.360831191,2.971695814,2.880011184,3.265736355,2.705414992,2.998036735,2.932617796,3.033823059,2.988597019,2.862247766,2.919805158,3.194848593
"InChI=1S/C13H16FN3O6/c1-5-9(22-6(2)18)10(23-7(3)19)12(21-5)17-4-8(14)11(15)16-13(17)20/h4-5,9-10,12H,1-3H3,(H2,15,16,20)",3.103562161,3.30282361,3.756498582,4.289446555,3.222297296,2.633103658,2.72212099,3.664061813,2.661829233,2.933249571,3.397524614,3.90442582,3.196162929,2.947092185,3.049744991,3.322496121,3.420151816,3.435412341,2.943735941,3.007202911,2.51586368,2.917584485,2.728948454,3.253742954,2.892288932,3.070212842,2.445021937,2.84114514,2.828933258,3.103238266,2.601634927,3.28424905,3.024864567,3.109149266,2.92107436,2.935569822,3.317786239,3.383529534,2.329575552,2.831104941,2.414938998,2.77064588,2.49451447,2.621411981,3.374208536,3.207135247,3.223374853,2.850608506,2.763391623,2.86170885
"InChI=1S/C20H28I3N3O9/c1-25(3-10(31)7-29)19(34)12-14(21)13(20(35)26(2)4-11(32)8-30)16(23)17(15(12)22)24-18(33)9(5-27)6-28/h9-11,27-32H,3-8H2,1-2H3,(H,24,33)",2.81351735,3.889616017,3.786627526,4.442843823,2.355858105,1.882417505,4.492440116,3.433843106,3.075363256,3.110217645,2.561566638,2.274987601,2.974150984,2.490984679,2.839925745,3.361014816,3.47264407,3.17594078,3.383045855,3.199581101,3.180354947,3.142763897,2.663889187,2.627840545,2.805299895,3.496890664,3.411589084,2.679642117,3.230014594,2.413562525,3.730173712,3.646439465,2.38953738,3.250481397,3.181491959,2.945606894,2.918372169,2.715718723,2.62092397,2.841017248,3.146315007,3.16179,2.882216726,2.883300639,3.718372708,3.128788385,2.533188638,3.253878272,3.124678769,2.966345347
"InChI=1S/C24H32O4S/c1-14(25)29-19-13-15-12-16(26)4-8-22(15,2)17-5-9-23(3)18(21(17)19)6-10-24(23)11-7-20(27)28-24/h12,17-19,21H,4-11,13H2,1-3H3",3.854920979,3.793768763,4.452005292,0.818662027,2.682280098,3.282460735,2.848228833,3.407386296,2.691231114,2.954130482,2.814821086,3.622179687,3.184964683,2.60578548,3.418965026,3.022217209,3.025199523,3.043208093,2.992726081,2.511408585,2.67343968,2.944149305,3.158987717,3.153590516,3.073338708,3.223989614,2.770127306,2.603254492,2.88595593,3.219058232,3.311428748,3.206371182,3.188065481,3.512819131,3.133783647,3.043091116,2.825371202,3.119408363,2.816404064,2.949337195,3.141941832,2.922035146,2.849882467,3.028615368,3.020789893,3.125071291,2.884261747,2.863338552,2.858216843,3.040672911
"InChI=1S/C16H15F6N5O/c17-10-6-12(19)11(18)4-8(10)3-9(23)5-14(28)26-1-2-27-13(7-26)24-25-15(27)16(20,21)22/h4,6,9H,1-3,5,7,23H2",2.640426429,2.54457988,4.801588508,3.666213519,2.271158522,3.312117272,3.096296359,3.115871603,3.178472148,2.586947264,3.02088424,2.506843315,2.80302399,3.073196835,3.002850711,2.992161699,3.275996072,2.785108414,3.16031658,1.772998155,2.743314111,3.424057781,2.930145373,3.173529311,3.210625067,2.99617191,2.658771874,3.082079922,2.747095871,2.713249072,3.167245209,2.723133141,2.574717325,2.797750302,3.471224773,3.201017167,2.898757026,3.250501653,3.51302623,2.931026863,2.767654514,2.746221016,3.094711789,2.809632074,2.760144511,3.054726119,3.178080522,2.89786452,2.960045048,3.113022001
"InChI=1S/C10H4F17NO4S/c11-3(12,5(15,16)7(19,20)9(23,24)25)4(13,14)6(17,18)8(21,22)10(26,27)33(31,32)28-1-2(29)30/h28H,1H2,(H,29,30)",2.101106146,4.153983476,2.503758978,3.195658052,2.618334801,3.605366748,3.58775103,2.325319476,2.541605295,2.56495719,2.948845211,2.784454597,3.107905243,2.605500197,3.340711988,2.728698506,3.013865491,2.952068162,2.586060822,2.599603709,2.71673524,2.765739898,3.423681179,2.70952663,3.168568761,3.160609353,2.999222593,2.587349095,3.178460683,2.631852525,3.018888685,2.966666975,2.366591962,3.227835858,2.83597062,2.921955154,2.761247172,3.027762982,2.951920321,3.233776142,2.704780804,2.910202871,3.177061762,2.913805033,3.08040372,3.139570969,2.992862046,2.948844055,2.908701262,3.185614813
"InChI=1S/C11H6F17NO4S/c1-29(2-3(30)31)34(32,33)11(27,28)9(22,23)7(18,19)5(14,15)4(12,13)6(16,17)8(20,21)10(24,25)26/h2H2,1H3,(H,30,31)",2.066725362,4.287158111,2.600118841,3.295742079,2.449067165,3.459823436,3.458304088,2.447409657,2.687976956,2.645826696,2.908392724,2.733266537,3.058453935,2.508456038,3.297369595,2.763130908,2.987538387,2.984864343,2.486785381,2.617206923,2.790224393,2.751861967,3.435723843,2.744423992,3.217851242,3.129058618,2.959545361,2.59817968,3.168130334,2.666588126,2.959702939,2.921692144,2.370042532,3.310789568,2.794056294,2.855883437,2.756332996,2.96211961,2.980316824,3.282257443,2.711319503,2.935257632,3.178062832,2.928229802,3.045805551,3.108507901,3.051346832,2.932079783,2.923797365,3.17629526
"InChI=1S/C12H8F17NO4S/c1-2-30(3-4(31)32)35(33,34)12(28,29)10(23,24)8(19,20)6(15,16)5(13,14)7(17,18)9(21,22)11(25,26)27/h2-3H2,1H3,(H,31,32)",2.060258477,4.336120198,2.637258555,3.331720722,2.422349788,3.428349,3.519722235,2.456504583,2.700527241,2.638355092,2.914044658,2.704908588,3.025888299,2.583611188,3.268027093,2.728051702,3.011078446,2.973201651,2.654275357,2.52244787,2.721082695,2.710977106,3.413144785,2.786992264,3.217225846,3.043926495,3.089084707,2.615683287,3.153705385,2.553508158,2.968989021,2.918777471,2.443235278,3.329208886,2.851359418,2.926679754,2.842700623,2.847087608,2.987630236,3.203524808,2.697919319,2.923484255,3.237404885,3.028232605,3.083570267,3.10061498,3.176749263,2.858880023,2.967880299,3.184717587
"InChI=1S/C16H9F26O4P/c17-5(18,7(21,22)9(25,26)11(29,30)13(33,34)15(37,38)39)1-3-45-47(43,44)46-4-2-6(19,20)8(23,24)10(27,28)12(31,32)14(35,36)16(40,41)42/h1-4H2,(H,43,44)",2.200486764,4.214987449,2.556047365,3.096175083,2.580562256,3.588778453,3.224943999,1.759670043,2.601131565,2.723549263,2.872464141,2.584909424,3.147914772,2.643688155,3.199405062,2.558062857,3.07528574,2.974179499,2.800539408,2.874098088,2.703498667,2.840911313,3.462728193,2.838861457,3.231974088,3.392782483,2.980423805,2.676425181,3.081549682,2.38534938,2.92795525,3.203326633,2.426363089,2.70273498,2.693861412,2.695028339,2.773321478,3.044642628,2.900261599,3.210525564,2.637105809,2.677088534,3.146156235,3.04457884,2.977416388,3.095683938,3.01843187,2.795171044,2.909485269,3.029376569
"InChI=1S/C20H9F34O4P/c21-5(22,7(25,26)9(29,30)11(33,34)13(37,38)15(41,42)17(45,46)19(49,50)51)1-3-57-59(55,56)58-4-2-6(23,24)8(27,28)10(31,32)12(35,36)14(39,40)16(43,44)18(47,48)20(52,53)54/h1-4H2,(H,55,56)",2.224615651,4.267068851,2.594753456,3.046281618,2.567267603,3.588595493,3.237805422,1.728478654,2.58099586,2.740401637,2.858424755,2.588889603,3.158260481,2.664112743,3.200875738,2.555171369,3.08055272,2.980389947,2.780421058,2.88010319,2.689076107,2.849949108,3.47696552,2.825877284,3.263702343,3.392672721,2.98054524,2.656566861,3.099146286,2.338728543,2.922018788,3.2151874,2.362012218,2.694182525,2.67586217,2.676138045,2.730245341,3.052036598,2.893921857,3.26814073,2.574062804,2.627264436,3.168076105,3.041225693,2.978081553,3.095860907,3.024847223,2.783510671,2.885528672,3.024052772
"InChI=1S/C8H6F13O4P/c9-3(10,1-2-25-26(22,23)24)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h1-2H2,(H2,22,23,24)",2.025058743,3.89524851,2.493948633,3.020600634,2.712346474,3.59300981,3.177022662,1.874987081,2.613862102,2.630658594,3.093707053,2.662020051,2.88125739,2.414948074,3.158007761,2.690714448,3.224585959,2.969026293,2.721618842,2.872639009,2.868890663,2.879570674,3.359562724,3.009361854,3.169768193,3.264131889,2.910330205,2.654451862,2.905048812,2.638281753,3.164592099,3.010812641,2.935656904,2.66126377,2.91864938,2.854550553,2.963298724,2.995972104,3.087371767,3.181974557,2.720897717,2.63687459,2.915496417,2.891974804,2.911171245,2.950369804,2.982344087,2.800906229,3.003179066,2.857398143
"InChI=1S/C10H6F17O4P/c11-3(12,1-2-31-32(28,29)30)4(13,14)5(15,16)6(17,18)7(19,20)8(21,22)9(23,24)10(25,26)27/h1-2H2,(H2,28,29,30)",2.150780785,4.082569865,2.514105772,3.101646641,2.642888104,3.607074652,3.271751588,1.811838773,2.619815908,2.714581615,2.876577342,2.572457627,3.080567321,2.614653214,3.205455325,2.611824292,3.076881792,2.993322144,2.767402934,2.863500844,2.734079536,2.86479149,3.477905966,2.867115807,3.206549336,3.361197942,2.971091746,2.659791956,3.042106372,2.464231447,2.94169547,3.163128128,2.452263503,2.731976031,2.713939577,2.715756205,2.775382628,3.050350623,2.880931847,3.228305768,2.679407559,2.762921913,3.157994473,3.052072834,2.937836764,3.080641605,2.996615929,2.8196978,2.949999507,3.024722608
"InChI=1S/C14H6Cl2F4N2O2/c15-5-4-8(12(20)10(16)11(5)19)21-14(24)22-13(23)9-6(17)2-1-3-7(9)18/h1-4H,(H2,21,22,23,24)",2.317778705,2.224553656,3.422174275,3.284581007,2.816458212,2.409438856,3.603463982,2.367147575,2.561350264,2.928557648,3.080182261,3.255671788,2.851468936,3.157129975,3.161908893,3.091903129,3.603509424,3.659086072,2.697026395,3.385717365,2.919722685,2.838930076,2.743398526,2.914951531,2.562915192,3.118496063,2.831073236,2.818037197,2.975453349,3.184626632,2.795945607,3.134069416,2.72329929,2.975813739,3.033173303,2.751414819,3.010482719,2.973856485,3.011587092,2.904073282,2.945102186,2.850176695,3.008901645,3.136246519,3.082219917,2.927819539,3.00473153,2.899643802,3.156736582,3.002963259
"InChI=1S/C19H17Cl2N3O3/c1-13-9-25-19(27-13,10-24-12-22-11-23-24)17-7-6-16(8-18(17)21)26-15-4-2-14(20)3-5-15/h2-8,11-13H,9-10H2,1H3",4.06809892,2.40329539,3.542522382,3.324990498,2.3417772,3.164463205,3.230366604,2.371539408,3.611066846,3.15941894,2.961121388,3.644861913,2.972974084,3.321299087,2.959350744,2.25769141,4.057759245,2.659070443,2.689022987,2.377595717,2.862248491,2.906170413,3.29631111,2.875580182,3.245537047,3.07017951,2.078225345,2.748819184,3.134804164,2.947468461,2.491503918,2.617742591,3.496319696,3.164239179,3.225475587,2.746523537,3.413932014,3.066276517,2.957595803,3.080499876,3.523046196,2.72368744,3.075274913,2.996300483,2.899740419,2.861956976,2.935931449,3.098584829,2.936363622,2.994525049
"InChI=1S/C22H28N2O3/c1-14-11-15(2)13-17(12-14)21(26)24(22(4,5)6)23-20(25)18-9-8-10-19(27-7)16(18)3/h8-13H,1-7H3,(H,23,25)",2.708324393,2.61868478,3.169878365,3.001485674,2.283750722,2.06394776,3.150738459,2.772475825,2.923078943,3.118011005,3.36428199,3.276042312,3.279101363,2.957995116,2.656433669,2.876939287,3.377865323,3.301079364,2.396389097,3.210542396,3.060387096,3.273070134,3.085367997,2.676514383,2.741459151,2.578475875,3.135555327,3.228229425,2.816734406,2.967596459,3.207689827,2.761306131,2.765353833,2.888635692,2.942782706,2.951186517,3.111785463,3.232927104,2.911811334,2.766360938,2.879949218,2.814012023,3.304838476,2.933999736,3.125436469,2.787322433,3.031263269,3.270991982,3.064095233,2.940036756
"InChI=1S/C18H28N2O3/c1-11(2)16(20-18(22)23-12(3)4)17(21)19-14(6)15-9-7-13(5)8-10-15/h7-12,14,16H,1-6H3,(H,19,21)(H,20,22)",2.13939102,3.081093712,3.209573428,3.222295415,3.025276087,2.201531321,3.753393135,2.871276799,2.49914857,3.49808834,3.601856762,2.936944871,3.131642194,3.034620537,2.48239203,2.837477407,3.230285375,3.643781827,2.719977073,3.120294024,3.465403624,2.774420211,3.416219927,3.573258447,2.695246586,2.775152421,2.780180459,3.084696797,3.000839621,3.126085361,3.015379121,2.956176631,2.765539159,2.621120306,2.760890268,3.123629908,3.113161608,3.41024697,2.86950633,2.537827576,3.185088756,2.827799708,2.915985517,3.081389906,2.785375526,3.062449715,2.877871065,2.999857264,2.891242556,3.37617935
"InChI=1S/C15H19N3O4/c1-8(2)15(3)14(21)17-12(18-15)11-10(13(19)20)5-9(6-16-11)7-22-4/h5-6,8H,7H2,1-4H3,(H,19,20)(H,17,18,21)",2.490759001,2.65716747,3.903802914,3.658490282,2.643742643,2.826288987,3.39336382,3.559816748,2.913306346,2.820382723,3.280655206,3.597541936,3.158152383,2.968603347,2.678137405,2.644108124,3.736423406,3.057516702,2.764468436,3.142100309,3.129435128,3.452542352,3.194449068,2.751834148,3.072973945,2.587166352,3.323160761,2.817904069,2.75276963,2.927433697,2.97868568,2.779042666,3.03022592,2.604716296,2.809523444,2.898881647,2.846515971,3.219374778,2.551665465,2.893698056,3.128048921,2.982956253,3.289786243,2.531809415,3.014324217,3.132613488,3.006078406,2.886186318,3.193881811,2.807478252
"InChI=1S/C17H19NO4/c1-2-20-17(19)18-12-13-21-14-8-10-16(11-9-14)22-15-6-4-3-5-7-15/h3-11H,2,12-13H2,1H3,(H,18,19)",2.962952423,2.624529482,2.833999527,3.125820036,2.737833407,2.310970706,2.938092564,2.529642281,2.662349488,2.726926058,3.755488639,3.043350166,3.384520064,3.111796388,2.50646774,2.829165481,3.200600688,3.384801247,2.767198366,2.816072381,2.791873686,2.792781947,2.708078279,3.08238342,2.65651373,3.115207256,2.702759338,3.140267407,3.298124776,2.935714706,2.637209007,3.268933376,3.264606987,2.767856923,2.89977718,3.235461889,2.845594965,2.669198041,3.077035981,2.789014151,3.21961433,2.884616493,3.096731327,3.175786303,3.146614976,2.983956612,3.219699242,2.956689641,2.97588569,3.022314042
"InChI=1S/C21H22ClNO4/c1-25-19-8-5-16(13-20(19)26-2)18(15-3-6-17(22)7-4-15)14-21(24)23-9-11-27-12-10-23/h3-8,13-14H,9-12H2,1-2H3",3.508958819,2.449937038,3.025375447,3.293679948,1.657648021,2.135153695,2.156744157,3.955178581,1.777358923,3.181721289,2.978894159,1.88282332,2.546865728,3.107700529,2.638151513,2.762613473,3.722491181,2.460186346,2.81870086,2.875125203,2.732561699,2.893343592,2.861371341,3.196392726,3.207380623,2.818090993,2.802152293,3.451819884,3.25470433,2.611890047,2.722802461,3.017498285,3.217487049,3.571143445,2.976571495,2.816567708,3.079233254,2.796616399,2.839472644,2.995803951,2.735859522,2.758097688,2.811549068,2.905240762,3.200860501,2.652428694,3.100067603,2.959938438,3.142484163,3.218528206
"InChI=1S/C22H28N2O2/c1-7-17-8-10-18(11-9-17)20(25)23-24(22(4,5)6)21(26)19-13-15(2)12-16(3)14-19/h8-14H,7H2,1-6H3,(H,23,25)",2.35632604,2.805925068,3.298905599,2.886657757,2.42084403,2.139854372,3.114648987,2.868221785,2.751774036,2.819366091,3.066043495,3.365350772,3.07473899,3.028069148,2.691921447,3.259372955,3.213523829,3.344571691,2.472124462,2.86137041,2.959403415,3.255556377,3.218459977,2.892954816,2.890522403,2.404603214,3.267419917,3.335210225,2.905739725,2.95948628,3.428850874,2.864113031,2.806329532,2.898166962,2.942280371,3.093109752,3.143335157,3.140986189,2.766972315,2.579478792,2.71966771,2.673737005,3.413364957,2.966328737,3.01263185,2.908763504,3.066691054,3.345838477,3.109641404,2.975696937
"InChI=1S/C19H31N/c1-16(15-20-12-6-5-7-13-20)14-17-8-10-18(11-9-17)19(2,3)4/h8-11,16H,5-7,12-15H2,1-4H3",2.034796922,2.802630362,3.477055406,2.784766255,2.803676462,2.051074107,2.603812968,2.927137206,3.475586136,3.12488461,2.969688954,2.732547536,2.484893099,3.249443504,2.479827454,2.969422923,2.957618731,2.928449058,2.813104758,2.643165666,2.600972013,3.28610923,3.090645969,2.633759258,3.206226738,2.646034361,3.187822616,3.031889171,2.92499394,2.817460233,2.894679791,2.871229413,2.98651137,2.657178962,3.063854919,3.16924696,3.021474694,3.21967326,2.831778515,2.776635871,2.875389492,2.929261291,2.99269227,2.920508505,2.905253555,2.830019841,2.991485555,3.082487154,3.00414272,3.371010075
"InChI=1S/C13H9Cl3N2O/c14-8-1-3-9(4-2-8)17-13(19)18-10-5-6-11(15)12(16)7-10/h1-7H,(H2,17,18,19)",2.095728092,2.27665663,3.544699323,3.259876231,2.907827904,2.230605112,3.230242165,2.248961295,2.466690686,2.686145359,3.020292487,3.073843553,2.719870223,3.256064843,3.662397517,3.370257872,3.403923756,3.608766966,2.728242807,3.245546479,3.095035222,2.960684905,2.615888891,3.097357798,2.719017908,3.148969882,2.974069625,2.742990797,3.23412714,3.081797962,2.682165629,3.212327355,2.975293508,3.043904571,2.880056006,2.937881104,3.027238953,2.988984981,2.866988309,2.933607048,2.934618879,2.713164073,3.028068618,3.128542597,2.738455752,3.101101627,2.89052867,2.94939832,3.21872313,3.081449389
"InChI=1S/C14H10F3NO2/c15-14(16,17)9-4-3-5-10(8-9)18-12-7-2-1-6-11(12)13(19)20/h1-8,18H,(H,19,20)",2.18591472,2.165207687,3.016443549,2.95662201,2.928112948,2.097865675,3.241976663,2.727479647,3.006469751,2.409718911,2.562353442,3.462303187,2.722966775,3.435334094,3.748619065,3.114619578,3.027198647,3.081967944,2.830946804,3.34835438,3.101727044,2.982951927,2.670376787,2.562557507,2.914425441,3.13818299,3.123316879,2.871258888,2.897529947,2.719656943,2.954181296,2.821857762,3.030465656,2.859439538,2.908005535,3.014626552,2.842700824,2.827722202,2.752725504,3.102381871,3.180665795,2.976163357,2.899655367,2.946331116,3.015828263,2.903213751,2.886792815,3.136646776,2.928384419,2.920864122
